,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
3122938209_2b2c6c1fab.jpg,"['a bicyclist does tricks on a lime green bike', 'a man dressed in black rides a green bike', 'a man performs a stoppie trick on his bmx green bicycle with no hands', 'man on green bicycle performing a trick on one wheel', 'the man is doing a trick on his green bike']",a broken jeep pulls a child,a teenage boy rides a bike in front of some snow covered mountains,person man performs at a orange large his air obstacle one a picture
3123770450_cedc16d162.jpg,"['a deer and several turkeys together in the snow', 'a deer looks at turkeys in the snow', 'deer and turkeys in the snow', 'deer and turkeys stand on snow covered ground', 'large turkeys and deer stand in the snow']",a smaller white dog is running in snow,a fluffy brown dog is running in snow,the dogs of is snow pool black are black dogs beach is breaker quilt
3132760860_3e743a935d.jpg,"['a boy with a board strapped to his feet does a trick while holding onto some kind of rope', 'a wakeboarder is leaping into the air whilst holding onto a yellow rope', 'girl wearing swim gear is surfboarding', 'this boy is doing a stunt with a tow rope and skateboard', 'waterskier holding line mid-jump and almost turned upside down']",a mom rides his bike in a paved yard and a sparse town,a bicyclist jumps by a swimming into her hands in a lightly mall,the in in off a
3132832452_c354c6396c.jpg,"[""a family surrounds a baby in the father's lap"", 'a family gathers in the living room', 'a man is sitting on a couch holding a baby while surrounded by children', 'a man sitting on a couch holding a baby surrounded by three young girls', 'three little girls looking at a baby that a man is holding on his lap']",a bearded man with a young man looks over his one rolled from a large white her head,a mother stands and boy with a spinning along the grass setting,an man of a children young for her little public looks look in woman a
3133825703_359a0c414d.jpg,"['a child staring at santa', 'a father and son looking at a funny looking santa', 'a little boy and his father talking to a man dressed as santa claws', 'the child is looking at santa claus', 'the little boy has a yellow crown and the man is wearing red velvet']",a class full of people in a parade,a blonde girl with a black and yellow ring one is bearing her arms,a group of four colored blue pink wearing standing hands looking and cameras
3135504530_0f4130d8f8.jpg,"['one girl is wearing a white t-shirt with red sleeves the other has words on hers', 'two asian girls laughing together', 'two girls with dark hair and white shirts', 'two girls with long hair are smiling and one is hold something white and green', 'two women in white shirts talking']",a flat pocket driver in a white kitchen,a blonde girl with a black and yellow bull leaves a song near a person,a asian laugh at a brown the of shirt
3143155555_32b6d24f34.jpg,"['a toddler girl plays with another younger toddler girl', 'two babies sitting on a playmat reaching for something', 'two babies are sitting close together while reaching for something', 'two children sitting on the floor', 'two young children sitting together playing']",a blond child jumping in a red tube,a blond girl wearing a red shirt hugging his fur,boy boxers man drinking trying on he does standing on on move with baby
3143574389_8a4048fbe2.jpg,"['a crowd is watching a performance in a dark venue and one man is taking a photo', 'a crowd of people containing some people who are smiling and some who are taking photographs', 'a crowd of people with one man taking a photo', 'a man with a camera aimed at a singer in a green jacket', 'a photographer taking a picture while surrounded by people']",a blond girl with a child in her hands up a buzy floor,a bunch of children in two at grocery cream,many large of at each fill game swims in the dirt
314685044_da4390728e.jpg,"['a woman in a green coat standing next to a telephone stand', 'a woman in a coat reclines next to a payphone', 'a woman in a green coat is standing near a pay phone', 'a woman is standing near a public phone outside a bookstore on a city street', 'woman standing next to a public telephone near the street']",a bride standing at a park,a bride pushes his face on a sofa wearing blue,an man is a small of next in sidewalk a signs
3147758035_e8a70818cb.jpg,"['a man in black rides a bicycle across the street while another walks holding a dog', 'a man on a bicycle and a man on foot in a crosswalk', 'a man on a bike and another man with a dog in his bag crossing a wet street', 'the man on the bike is riding next to a man holding a dog', 'two men one on a bike and one that is walking']",a skinny girl wearing a black shirt being smiling while a lady has a red dress,a runner walks up a mountain,an is is in a near and looking standing a a background sidewalk backpack for
3148193539_de9dd48fc8.jpg,"['three boys all wearing green shirts are climbing on a slide', 'three boys climb on a slide', 'three boys in green shirts and khaki pants are at the top of a slide', 'three boys wearing green shirts and tan pants pose at the top of a slide', 'three children are posing on a playground slide']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,an man man young the is girl shallow beside
3148571800_c5515e6c3d.jpg,"['a man holds a stick while a stream of fire erupts from the end of it', 'a man is playing with fire in front of a group of people', 'a man sets off a large sparkler while the crown watches on', 'a man with a firecracker with a crowd of people behind him watching', 'fireworks light up a nighttime street while the crowd stands back']",a redheaded girl wearing a black and yellow coat being a clue tool,a barefoot child with a large yellow jumpsuit and rollerblades,four sit of on at on stands explosive on smile theater move with
3148811252_2fa9490a04.jpg,"['a basketball player holds the ball during a game', 'man with a basketball in a florida uniform', 'the basketball player in white is holding an orange basketball', 'the basketball player is wearing a florida jersey', 'there is a florida college player dribbling the ball']",a hockey player wearing a black shirt gets ready to is dunking the ball,a female softball player is running,a boxers man is trying on beer on during a basketball move with in
315021440_122d56ebd7.jpg,"['the two dogs are running toward the camera', 'two dogs running along dirt path', 'two dogs running down a path in the woods', 'two dogs run through a field', 'two long haired dogs racing down a forest path']",a few little brown and white dog biting black toy,a fluffy black dog is running in sand,two dog white dog dog tall stream his
3150252702_828a570d46.jpg,"['a person riding a snowboard goes over a snowy ramp', 'a snowboarder flies off a huge jump', 'a snowboarder flies through the air after leaving a large snow ramp', 'person on snowboard in air', 'the snowboarder jumps in midair on his board']",a climber wearing a red jacket is hiking down the snow covered above,a lone skier climbs a mountain,a skier does a at red cliff and pants beach water a mountain of snowy
315125146_d9a8e60061.jpg,"['a black and white dog bits the jacket of a person', 'a dog pulls at the sleeve of a man in a leather coat', 'a dog with a sleeve in its mouth of a coat a man is wearing', ""brown and white dog biting man's leather jacket"", ""the dog has jumped up and is pulling at the man's leather jacket with its mouth""]",a happy skater leaps on a large staircase,a blond child with a blue shirt sliding down a water slide with a red shirt,an black in is tugging hair festive dresses
3154641421_d1b9b8c24c.jpg,"['a basketball player preparing to shoot the ball', 'a basketball player takes a shot', 'a black man playing basketball with orange shoes', 'basketball player with on jersey jumps to make a shot crowd in background', 'miami basketball player shooting']",a chubby wrestler swims off in a hall with buildings,a toddler runs through a field,a boxers man is trying are block and during man front move with
3154813159_58a195236d.jpg,"['a dog jumping up in the air', 'a dog stands on his hind legs for a lady in purple', 'a white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it', 'a white and brown spotted dog standing on its hind legs in front of a woman and a cake', 'the brown and white dog is standing up on its hind legs']",a male jumps over a rock,a kid jumps near a park,a playing of teenagers
3155279929_d1cddbe7cf.jpg,"['a black dog shakes itself dry on the beach in front of the waves', 'a dog is shaking itself dry on the beach next to the ocean', 'a dog shaking off after coming out of the ocean', 'dog shaking off water by the ocean', 'the dog is shaking off his fur in front of the water']",a large brown dog is running in beach with an air duck open,a light brown dog is running in wet water,a black dog brown dog walks the to mouth mouth stick water the stick
3155361712_2cbf59c78e.jpg,"['a man jumps while on a snowboard', 'a man wearing camo pants and a grey jacket snowboarding near a wooded area', 'a snowboarder is airborne in front of some trees', 'a young man performs tricks on a snowboard', 'snowboarder in air while wearing yellow spike cap']",a hiker jumping into a large water valley,a town full of people on a mountainside,the man in is and though is his black the snow a is flames
3155390408_8e1a81efb2.jpg,"['a dog catches a ball in its mouth', 'a dog leaps up to catch a blue and tan ball', 'a dog reaches to catch a ball with its mouth', 'a dog with its mouth open is about to catch a ball in a living room', 'a white dog with black spots is catching a baseball with its mouth']",a redheaded black dog is running in the background on a stair deck,a pack of dogs with white and green hanging off a cracked pipe,the dog with on dog younger with beside catch dog background
3159424456_f316bdc1d5.jpg,"['a baby is held by an adult and is sitting on a table at a coffee shop', 'a man holds a baby on the table at a restaurant', 'a man in glasses has his arm around a baby in orange and yellow that has foam on her nose', 'an adult holds a small child who sits on a table in a mall food court', 'man in glasses holding a toddler on the table at a restaurant']",a couple dressed in a black and yellow sun decorated a children's verdant,a guy wearing an orange shirt is getting big waves,an group is teenagers at hair the holding little glasses cake
3160531982_37f5636b8a.jpg,"['a parachute is making his landing as the sunsets behind him', 'a person is parasailing as the sun sets', 'a person paraglides at sundown', 'a silhouette of a figure parachuting at sunset', 'with the sun rising a person is gliding with a huge parachute attached to them']",a waterskier does a jump in a misty room and a solo with the pink game,a shirtless man does a jump in front of an small waterful up,a group midair a a the parachute over parasailors mountain sun sunset ball suspended air
3163068926_d28ed3ef53.jpg,"['a man holding a cup rides down an elevator', 'a man holding a drink is coming down an escalator', 'a man on an escalator carrying a red and white cup looking up', 'a young man holding a drink is going down a green escalator', 'man with cup looking up while riding on an escalator']",a clown stands with a black a blond girl with a mime skinned woman,a lone family wearing a black and brown swimsuit swimming,four people of people a the a in little wood a yellow the
3163563871_cef3cf33ea.jpg,"['a boy in a white shirt and blue shirts is playing tennis', 'a boy swings his tennis racket at a tennis ball', 'a kid in a black cap and light blue shorts playing tennis', 'a person with sunglasses blue shorts and a white shirt hitting a tennis ball', 'a woman is hitting a tennis ball']",a goalie about to each other,a teenage girl running in a grass area,the baseball wearing shorts ready hit beach to
3166578139_33500f7e8a.jpg,"['a lonely skier enjoys the slopes on a beautiful day', 'a person dressed in black skiing down a snow covered hill', 'a person skis down a snowy hill', 'a skier on a high mountain slope', 'skier skiing downhill']",a male ski skier is jumping in the air while a guy watches,a skier takes of a young man over snow and water while getting the large girl in the background,a hiker goes is in the large in standing a mountains steep in in
3168354472_866fe70d36.jpg,"['a girl in a purple dress crying on the floor', 'a girl in a purple dress is throwing a tantrum', 'a little girl in a purple plaid dress is lying on the floor crying', 'a little girl in a purple plaid dress lays on the floor and cries with her toy beside her', 'a young girl in a purple dress throws a tantrum']",a male jumps over a rock,a toddler runs down a outside bench playing with flowers,the young blue is a outside pink blue red floor in a with face rope
3172384527_b107385a20.jpg,"['a large group of asian people are eating at a restaurant', 'diners sit at tables in a crowded restaurant lit in blue', 'many people are eating in a crowded restaurant', 'many people sitting at many tables', 'various people are eating at red tables in a crowded restaurant with purple lights']",a guy wearing black and white is talking to the of similarly women,a female smiling of a man in brightly hand after a poem stump,inside people of people at near platform in dimly
3174156702_95a1cda2d9.jpg,"['a boy playing in a mud puddle', 'a young shirtless boy in kakhi pants is kneeling in a marsh while someone splashes nearby', 'boy laughs while playing in mud puddle', 'boys splash in the muddy puddle in the grass', 'two boys playing and splashing around in muddy water']",a silhouette of the two dogs,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the running of is playing the water in grassy
3176072448_b84c99cf7f.jpg,"['one lady is drinking something while the other is preoccupied', 'the brown hair woman in the blue fleece sits beside a white hair woman', 'two women eating one elderly and one middle-aged', 'two women one looking down the other drinking', 'two women the younger one is looking down the older is drinking']",a closeup of the man in a plaid top sits in each hand,a female haired woman in a white hooded uniform that is wolf pouring of three children,an group of teenagers at young a in little man coffee while the other to
3178371973_60c6b8f110.jpg,"['people seen through the window of a bus', 'there are three women on a bus', 'three people riding in a blue bus at night', 'three women are minding their own business on a bus in the city', 'three women sit on the subway one talks on the phone while the others read']",a single climber plays in a large bouncy lit desert,a mother stands with a red dog that reads below a storefront,an bearded standing is each on he on standing on car window in
3179952488_c1c812a03b.jpg,"['a group of adults gather for a picture in front of a brick house', 'a group of people are posing for a picture', 'a large group of people posing together outside of a house', 'a large group portrate outside of a small office building', 'a medium sized group of people pose in front of the camera']",a flock of birds is holding a snack with dirt,a runner sits with a child in some swim pool,five people soccer teenagers a the large in floor of in
3181599388_68559cfc17.jpg,"['a wrestler throws another wrestler to the ground', 'two men engage in a professional wrestling match', 'two men in a fight in a ring', 'two men in midair fighting in a professional wrestling ring', 'two wrestlers jump in a ring while an official watches']",a youth doing a bicycle jump,a few kids drinking in a blue scuba chain and a la exploring,woman boxers man drinking trying are block does a man front move with
3182996527_70d9c323d5.jpg,"['a bicycle rider jumps off a ramp', 'a bmx rider performs a stunt beside a graffiti covered wall', 'a man in dark clothing on a bicycle in midair near a stunt ramp with graffiti behind him', 'a person on a bike is midair twisting his body around the handlebars with graffiti behind him', 'the person is on a bike']",a male jumps over a rock,a town full of people on a mountainside,the motorcycle is bike black white ramp performing the jumping over an elevation
3185371756_ff4e9fa8a6.jpg,"['a girl in a purple sweatshirt bends over backwards', 'a girl bending backwards holding her hat', 'a person bending backwards', 'a person in a blue sweatshirt is doing a back bend', 'a woman in blue bends over backwards on the street']",a few men stand in a grass splashing water in a nice courtyard,a blonde haired girl in a white hooded dress that is punching his shirt in a park,boy and wearing a bike t-shirt along in surfboard some off helmet with parking on
3187096035_65dc416291.jpg,"['a group of friends are laughing and playing the wii on a red couch', 'a group of laughing people on a red couch', 'four happy people sitting on a red couch', 'four people laughing and sitting on a couch', 'people sitting on a couch laugh']",a short couple looking at a yellow backdrop with three people behind them,a bunch of men in the street pose for a camera at green camera,an man of four at young around in up a pictures couch behind
3187117682_986ffd6b67.jpg,"['a brown and white dog with a black collar and gold tag licking the snow from its nose', 'a dog licking its lips while snow falls', 'a shaggy dog dusted with snow licks its nose', 'a white and brown dog licks his lips during winter', 'the brown and white dog licks the snow off of his cold nose']",a flock of poles water and water birds on the man waving him,a shaggy white dog is running in wet sand with a multicolored bag,the brown black its brown wrestles
3189293145_35dea42679.jpg,"['one bird opens its mouth while the other bird looks back at it', 'two birds are fighting each other in tall grass', 'two birds are standing in a wooded area', 'two birds interacting in the grass', 'two colorful birds facing each other']",a hiker wearing a red jacket on surfing,a dolphin landing in a green field watched,the blue bird shirt eyes over large above water the water creek water its
3190677999_60bbd330fd.jpg,"['one child in black is walking down a hill covered in white snow while children are on their knees', 'three children are shown in the snow', 'three children playing in snow', 'three kids are walking down a steep snow-covered hill', 'three little boys play in a large snow covered field']",a photographer bites a white and white pitbull playing with a pig in the snow,a skier sliding next to a running disc,a group in is clothing slope in covered standing on beach hill
3193511842_82549c21fb.jpg,"['a cheerleader thrown into the air', 'a group of cheerleaders are lifting up two other cheerleaders above their heads', 'cheerleader on top of a cheerleading pyramid girls are looking up at her one is in the background doing the same cheer', 'cheerleaders dressed in red and black hold two cheerleaders above their heads', 'two cheerleaders in red an black are standing on the shoulders of other cheerleaders in front of a red curtain']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,young group of teenagers
3195701071_81879257f5.jpg,"['a brown dog is flying through the air', 'a brown dog is jumping in the air', 'a brown dog jumping through the air in a grassy yard', 'a large tan dog jumps in the air over the grass in a fenced yard', 'a red dog jumping in midair on a grassy backyard shot from behind']",a golden retriever jumps on a red chest with his mouth wide open,a pack of dogs with white and green light playing,a brown dog is a hair catch grassy
320093980_5388cb3733.jpg,"['a laughing woman in a scarf', 'a woman in a scarf laughing being licked by a dog', 'a woman wearing a black scarf makes a face as a dog tries to lick her', 'woman in black scarf being licked by a black dog', 'woman laughing as she is being licked by a brown dog']",a family hanging from a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a in in is colorful in beach in the on smile
3203908917_53e53c03d1.jpg,"['a masked man helps burn a flag', 'i man with a covered face burning an israei flag in front of a crowd', 'men burn an israeli flag', 'some middle eastern people have set an israeli flag on fire', 'the man is wearing a red shirt and red flannel handkerchief while watching a flag burn']",a guard doing the window of a fairground park,a blonde girl with a black and yellow cowboy hair in light clothes,an man of on drink of around holding white front red black white woman
3204354161_caf89ec784.jpg,"['a dirt biker performs a trick in midair', 'a driver gets high in the air with his motorbike', 'a motocross racer does a trick in midair', 'man performing stunts with his motorcycle', 'the man is hanging off the back of the motocross bike as it is jumping through the air']",a bee appears to catch a man another player looks in it,a motocross rider riding on a bike next to the red curve on the dirt,a group riding performing bike jumps stunt his pants tricks is a trails
3204922011_185e48949a.jpg,"['a man surfs on a huge green wave', 'a surfer dressed in black catches a huge wave and starts riding on the descent', 'a surfer in a black wetsuit rides a wave', 'a surfer is riding a wave that is beginning to tube', 'surfer riding down a curling wave']",a pelican flies from a yellow and yellow surfboard,a surfboarder high being high in the ocean,a surfer in is a dog wave in
3211316116_a2462e327d.jpg,"['a man in a yellow shirt surfing', 'a surfer in a yellow shirt is riding a wave that is reflecting sunlight', 'a surfer is riding on a breaking wave', 'surfer surfs ahead of a crashing wave', 'the man is riding a large wave on a surfboard']",a bicyclist rides through the water,a kayaker airborne as the mountain,a people in is shirt wave wave at ocean beach large middle the a water
321229104_3cbaf0f51c.jpg,"['a person standing in the middle of a bunch of snowy rocks near a waterhole', 'a person stands in a vast field of glacial ice', 'a person stands in a vast field of melting snow', 'a person stands on the peaks of snow and ice', 'the person is standing on white ice']",a eagle stands on a large water desert,a pelican wearing blue hat is on bleachers doing a bike coming around,a people of is a dog in the earth
3214100656_80cda1b86b.jpg,"['a group of men women and children', 'a group of people pose for a picture', 'a group of people pose for the camera in front of some laundry and greenery', 'several people lean together for a photograph', 'there is a family sitting outside in the shade']",a single american american and is wearing sunglasses and shorts,a bride getting very at a boy that is working a mosque-like sign,four group of teenagers
3214237686_6566b8b52f.jpg,"['a lone snowboarder jumping in the air doing a trick', 'a man in black is taking a jump on a snowboard', 'a person riding a snowboard jumps high over the snowy hill', 'a person with a yellow and black striped snowboard jumps on the snowy hill', 'a snowboarder jumps off the snow jump']",a hiker jumps into a large water dune in an in tangled square,a toddler dressed in a red shirt splashes over snow,the in is a and slope slope and snowboard
3215238223_29de2b35cb.jpg,"['a boy rides a skateboard with a bike to his right', 'a guy grinds a windowsill near an old windmill', 'a guy is grinding on a window ledge in a city', 'a person in black is coming out of a window of a tan and red building', 'a person skateboarding near a windmill']",a happy teenager wearing a black shirt dancing with her black cannon on,a sumo skinned woman in a white beret poses for a photograph at a beach,the man in on above of an building city wall that of with doing
3218480482_66af7587c8.jpg,"['a basketball player dribbles the ball while another blocks him and an official looks on', 'a basketball player in a whit outfit is dribbling the ball around a player in a red outfit as the referee looks on', 'a miami basketball player dribbles by an arizona state player', 'a referee watches two basketball players playing basketball', 'the guard drives towards the basket during a college basketball game']",a hockey player wearing a red ball play tennis,a female softball player is running,an basketball ball tries basketball red basketball in during to player his down player
3218861747_5c5c547b66.jpg,"['a man in a green shirt is jumping a ramp on his skateboard', 'a man is skating on a vert ramp', 'a man on a half pipe doing a skateboard trick', 'a skateboarder is doing a trick in the air with his skateboard on a red ramp while people stand around looking', 'a skateboarder is riding on a red ramp by the ocean']",a clown riding on a rock,a bicyclist jumps by a hill,woman man in a the t-shirt jump in pants
322050103_145f7233c6.jpg,"['a city street is busy with people as one person walks across the crosswalk', 'a man crosses the street next to a light rail station', 'a man crossing an intersection and others are walking', 'a woman in a blue hat and coat is crossing the road on a pedestrian crossing', 'man walking in the street under green lights']",a barefoot child stands in a grass parking lot,a bride seated on a bench,woman people is on road bridge
3220650628_4ed964e5b4.jpg,"['a group of people are watching fireworks outside', 'a group of people gathered to watch fireworks', 'a small crowd in winter jackets stand in a snow field looking at fireworks', 'a small crowd stands watching a fireworks display', 'people watch as something lights up the sky']",a photographer lifts his face in a dragon lit doorway,a bearded man with a black woman with an airplane,woman sit of at in are beach walking circle with laughing while looking night
3221128704_d1205db79b.jpg,"['a man in a purple jersey is falling down while chasing a player in a green jersey playing soccer', 'a man in green kick a soccer ball while a man in purple and white is falling down', 'the players manuever for the soccer ball', 'two men kick at a soccer ball', 'two men wearing different colored uniforms playing soccer']",a volleyball player wearing a black shirt tries to block a professional tennis ball,a teenage girl wearing a black and red outfit holds a basket jumping with a blue ball in his hand,boy man player
3223809913_ae15d14d9a.jpg,"['a man with an afro propels his skateboard into the air', 'a skateboarder does a trick in the air another watches and so does a crowd', 'a skateboarder is watching another skateboarder perform a jumping stunt', 'boy does skateboard trick', 'the skateboarder is jumping his board in the air while another skateboarder watches']",a male jumps over a rock,a cyclist riding a bike,a girl is a a jumps while hill pants a a air mountain a the
3229282764_a4a515f4e2.jpg,"['a girl running toward a man on the beach', 'a girl runs down a beach', 'a little girl runs along the beach toward a man who admires the sky', 'father and daughter are playing in a shallow area of a lake together', 'man and child playing on the beach']",a drummer splashing while wearing a green afghan jacket,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the group of red beach on beach in river wood the a pole a a
3234890865_bb3c316968.jpg,"['a man is in midair at a skate park', 'a man is pulling tricks on his rollerblades in a indoor skate park', 'a man rollerblading at a skate park', 'a rollerblader does a trick at a skate park', 'inline skater taking a jump']",a happy skater performs a skateboard,a teenager plays with a pool,a group of people a blue fountain on floor
3235746553_a40416c00e.jpg,"['a brown dog begins to run along a beach with a wave in the background', 'a brown dog is running on sand next to the ocean', 'a dog is galloping on the beach', 'a dog is running along a beach in front of the ocean', 'a dog leaps by the ocean']",a shaggy black dog is running in snow in front of steps,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a dog is rests
3243020805_2bafc36c45.jpg,"['a boy is wielding a long white stick whilst some people are watching him from behind', 'a child swings a big white stick while others look on', 'a young boy swinging a stick about o hit something', 'a young boy swings a large stick as a crowd watches', 'the little boy swings a large white stick']",a male jumps over a rock,a shirtless man jumps on a blue inflatable inflatable floor,children smartly man paddling trying to fighting does
3244586044_205d5ae2ba.jpg,"['a dog runs in a race', 'a dog wearing a number races on a track', 'a greyhound in a black and yellow shirt is racing', 'a white greyhound dog wearing the number eight is running on a track', 'the muzzled dog with the number eight races on the dirt track']",a broken pack sitting in a black muzzle racing tongue,a muzzled greyhound runs on a dirt track with its dog races coming and black dog the yard,a dog with is dog trying race track wearing identification setting ball face
3246804978_ea2c9e56f2.jpg,"['a group of pugs in a lawn', 'a pack of pugs', 'group of pale brown and black pugs playing on grass', 'many dogs are shown in the grass', 'nine black and brown pugs in harnesses playing on a grassy lawn']",a flock of muzzled white brown and black hair without a silver life jacket is jumping to take a picture,a blonde haired girl in a white hooded dress that is punching his shirt in a park,woman large of in play are large black white dogs on sitting are boy of
3247168324_c45eaf734d.jpg,"['a girl and a man wearing a colored hat is leaning from the window of a limousine', 'a long white limo with two people hanging out the window', 'a man with rainbow hair and a woman are yelling out the window of a limo', 'two people one with a rainbow wig wave out the window of a limo', 'two women one in a rainbow wig wave out of a long car']",a male jumps over a rock,a crying girl has red bike in midair with their mouth wide wide,an group of people red driving in in as
3247598959_5b2348444c.jpg,"['a brown black and white dog play in a grassy field', 'a white dog a brown dog and a black dog frolicking in a grassy field', 'three dogs running on a grassy field', 'three dogs run on wide grassy outdoor area', 'white brown and black dogs running across a grassy lawn']",a golden retriever jumps on a red chest with his mouth wide open,a golden retriever jumps on a red sheet,two lean dog brown dog to dog the
3249014584_21dd9ddd9d.jpg,"['a man carves an ice block with a chainsaw', 'a man has a chainsaw and is carving a block of ice', 'a man in black shaving a ice sculpture', 'man carves block of ice with a saw', 'man with an ice sculpture']",a hiker stands on a rock,a bearded man with a boy in front of winter,an skateboarder sits at at young white and black tool makes a with
3249125548_700d874380.jpg,"['a man in orange and blue is in the lead in a bike race', 'cyclists compete in a race that takes them on a dirt mountain road', 'the bicyclists are in a race', 'three people race their bicycles in competition in the forest', 'two cyclists lead the pack in a race while wearing long-spandex pants']",a jockey riding a bike on a sandy path with a safety bottle,a motocross rider riding on a bike hill,crowds are competing
3249891874_6a090ef097.jpg,"['four black-haired girls in shorts are walking', 'four girls in shorts walk down the street', 'four little girls walking together', 'there are four girls with shorts on walking together', 'three girls wearing shorts walking']",a redheaded girl wearing a black and yellow coat being a clue fenced-in area,a bride talking with a woman in colorful clothes on a tightrope,a asian of in and girls one on shirt camera over look hand a wall
3251088971_f4471048e3.jpg,"['a lady is sitting at a table alone in a very colorful place', 'an older woman sits at a table in a tank top and skirt', 'an older woman sitting at a table in a restaraunt holding a glass', 'an old woman drinking water in a yellow room', 'an old woman is sitting in a cafe with a glass of water']",a single american american and is wearing sunglasses and shorts,a teenage girl sits in a red color inside of a sporting event,an girl are dresses at and walking on a red holds a
3251648670_9339943ba2.jpg,"['two boys are running in a metal barrel', 'two boys are running in a spinning tube', 'two boys are walking inside a human-size exercise-wheel', 'two boys running in a giant metal wheel', 'two boys walking to make a cylinder roll at a small carnival']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a young girl at a pants are blue park a on skate on from
3254817653_632e840423.jpg,"['a family picture', 'a group of adults wear sweaters and have their hands in their pockets', 'a group of five adults stand posing in front of buildings', 'a group of people stand together and pose in front of a house', 'a group shot of four guys and one girl in front of a brick building']",a older woman with a brown white beard and sunglasses,a family sits at a table in front of an people necklace,an group of in bottle is runs dresses walk other one black and a
3258397351_1a70f1993d.jpg,"['a child being interviewed by a man with a microphone', 'a group of people watching a boy getting interviewed by a man', 'a man interviews a boy in a gathering of people', 'a man interviews a boy in front of a crowd of people', 'the man is interviewing a teenage boy in front of an audience']",a stadium party stands in a grass structure,a bride pulling on a large shirt inside the wood,five group of adults a the in black bench
3258472448_75cfab5e6f.jpg,"['a man is engulfed in flames while two movie crewmen supervise', 'a person on fire', 'a person on fire runs to the left and two other people face him', 'stunt man on fire with two men watching', 'three people one of whom is on fire']",a rollerblader flies by a road,a bearded man with a black woman with an airplane,girl group of on colorful santa in in sidewalk blue while fire with that is
3259883609_6a1b46919e.jpg,"['a brown dog and a swan having a confrontation beside a pond', 'a brown dog on a dock faces a white swan in the water', 'a dog is looking at a white swan swimming in a lake', 'a dog looking at a swan in the water', 'a dog on a deck confronting a swan']",a spotted dog runs on a field has yellow teeth,a spotted dog leaps on a red wagon in the water running casting a ball,woman lean dog is in young the on another on front a sandy and
3263395801_5e4cee2b9e.jpg,"['a dirt biker in the forest', 'a dirt biker rides his motocycle through the woods', 'a motocross bike is being ridden along a woodland path', 'a motorcyclist navigates a forest trail', 'a person rides a motorbike on a dirt path surrounded by trees']",a downhill ski pyramid,a bicyclist riding down a grassy hill while riding his bike surrounded by red track,children group riding off the jumps jump his picture
3264650118_be7df266e7.jpg,"['a man cross-country skis on a snowy path', 'a man skies on the snowy ground among trees', 'a man skiing through a wintry wooded area wearing a red jacket', 'cross-country skiers are traveling through a snowy forest', 'people hike in the snow surrounded by trees']",a hiker jumping into a large water valley,a lone skier climbing a rock,an group in four red red trees wearing at snowboarding the a
3269087421_1d489abeae.jpg,"['a man in a flowered shirt holds a microphone beside a violin player standing in a crowd of people', 'a man is holding a violin whilst the woman plays it with the bow', 'a man plays a violin at a concert while a man speaks into a microphone', 'a violinist and a singer perform in front of people', 'one man singing next to another man playing the violin']",a closeup of the man in a plaid top sits in each hand,a crowd of an older man in blue sunglasses holding a newspaper and a man in a black hat and blue shirt stands by the faces,an asian sings is each a and on standing
3272847211_9e8a4f8308.jpg,"['a basketball player tries to aim for the goal while being blocked by other players', 'a basketball player with several blockers', 'a group of high school basketball players play a game', 'a group of basketball players trying to get the ball from another player', 'a young man in a white uniform holds a basketball surrounded by members of the opposing team wearing green']",a male football player in a white strip is all in orange jersey is running in a game,a bald team of men and the referee are trying to steal the air holding the ball,a boxers man has trying is he
3286543624_7a327f79ae.jpg,"['a lady looks surprised', 'an asian girl looking surprised in front of a brick window', 'an asian girl makes a surprised face while wearing a shirt that says radio', 'a woman in a white shirt standing in front of a brick wall', 'girl wearing radio t-shirt has open mouth']",a carnival worker with a young man behind her face,a bride poses near a green wall at the playground,a girl of green one blue next camera younger angel archway ball
328916930_e4d4be1730.jpg,"['a girl is comforting a small child who fell on the ice while skating', 'a mother and child sit on the ice at a crowded rink', 'a mother is consoling her daughter on the sidewalk', 'a woman is holding a crying baby on the floor of a busy ice rink', 'a woman sitting on the ground and comforting a crying child']",a worker walking next to a man as men stand in background equipment,a closeup of a boy on a sunny day,a group of teenagers in the in in floor of of wearing the
3293018193_e4e0c8db7c.jpg,"['a man is playing a guitar next to another man who is sitting behind a green cart wearing a mask', 'a man plays a guitar while another man sits next to him wearing a mask', 'on the street a man sits and plays the drums while a man standing beside him plays the guitar', 'two guys are on the side of the street playing a guitar and drums', 'two men next to a building playing a guitar and drums']",a brunette girl stands on a beach next to a man performing of them,a closeup of a woman in a stadium barefoot while a referee tries to sit,a playing of on sitting inspects at swims road blue dirt engulfed with flames
